name,summary,link,Primary focus,Location,Founded,Business model,Protein category,Ingredients,Technology focus,End product application,Meat fish analogs
Something Better Foods,Something Better Foods Inc. is a minority owned food manufacturing company. We produce a variety of plant-based meat alternatives sold under the brand name “Better Chew.” We are a Public Benefit Corporation (B-Corp) committed to democratizing access to healthy food in undeserved communities and are dedicated to creating plant-based food solutions that are affordable and accessible to ALL people.,somethingbetterfoods.com,Food and beverages,United States,2017,End-consumer brands & products,Plant-based,,,"Burger, Meat & fish, Minced/Ground meat, Sausage","Beef, Chicken, Fish, Poultry, Seafood"
Banana Wave,"Banana Wave® is refreshing by the glass, great in cereal, delicious with cookies and an excellent alternative for dairy milk in recipes. Banana Wave® is packed with POTASSIUM, omega-3's & Vitamin C.",bananawave.love,Food and beverages,United States,2013,End-consumer brands & products,Plant-based,"Banana, Cereals, Corn, Fruits, Oat",,"Dairy, Milk",
Supplant Foods,"We make affordable, functional, flavorless chickpea flour and protein isolates for egg and dairy replacement",supplantfoods.com,"Dietary supplements and substitutes, Food and beverages",India,2018,"End-consumer brands & products, Ingredients & inputs",Plant-based,"Chickpea, Pulses",,,
LabFarm Foods,We are a new start-up cellular agriculture company and aim to create enjoyable lab-grown meat products,labfarmfoods.com,Food and beverages,United States,2018,End-consumer brands & products,Cultivated,,,Meat & fish,"Beef, Chicken, Poultry"
Soyana,"Soyana es una empresa de productos alimenticios de origen organico y basados en plantas, y tiene como objetivo acercar a nuestros clientes productos de gran calidad y asi contribuir a un estilo de vida saludable y sustentable.
Nació en 1987 en Buenos Aires, y desde entonces ha logrado llegar al hogar de miles de clientes en toda la Argentina.",soyana.ch,Food and beverages,Switzerland,1987,End-consumer brands & products,Plant-based,Soy,,"Burger, Cheese, Dairy, Deli, Meat & fish, Milk, Minced/Ground meat, Sausage, Steak, Yogurt","Beef, Chicken, Pork, Poultry, Turkey"
Nutrisoy,Hidden inside every soya bean is a little world of wonder. This is what inspires us at F&N NutriSoy to constantly discover and share its delightful nutritious goodness with everyone.,nutrisoy.com.sg,Food and beverages,Singapore,1996,End-consumer brands & products,Plant-based,"Almond, Cereals, Nuts, Oat, Oilseeds, Quinoa, Soy",,"Dairy, Milk",
Vege Mais,"WHOARE
Vege Mais is a company founded in 2007 that manufactures soy-based products, and its mission is to promote healthy eating, ecological concerns and quality of life. We always seek the best in the choice of raw materials. Constantly innovating to meet market demand.
All products follow strict quality standards during the production process to maintain the integrity of the vegetarian concept. We also seek to preserve the environment so that our customers always receive delicious, healthy products of the highest quality. Vege Mais is a trustworthy company whose goal is to continue to provide products that meet the needs of your family.
Thank you for choosing our products.",vegemais.com.br,Food and beverages,Brazil,2007,End-consumer brands & products,Plant-based,Soy,,"Burger, Meat & fish, Nuggets, Sausage","Beef, Chicken, Pork, Poultry"
Veganov,"Компания ""ВегановЪ"" разрабатывает и производит натуральные и экологически чистые продукты питания из растительного белка. Этичность и экологичность нашей продукции подтверждена эко сертификатом соответствия № SV.P.RU.11.000755. Отличительной особенностью продукции торговой марки «ВегановЪ» является наличие в составе ингредиентов и добавок с повышенной биологической и пищевой ценностью.
Наши технологи трудятся над тем, чтобы продукт был не только вкусным, но и полезным. Весь коллектив нашей дружной команды вегетарианцы, ведущие здоровый образ жизни. На данный момент ассортимент насчитывает более 20 наименований это - колбасы, сосиски, паштет, копчености, сыр тофу, и др. Все наши продукты подходят для постного меню (не содержат ингредиенты животного происхождения). Помимо высококачественных растительных белков, в состав входят и другие нужные для правильной работы пищеварительной системы ингредиенты (клетчатка, масла прямого отжима и др).",veganov.com,Food and beverages,Russia,,End-consumer brands & products,Plant-based,"Cashew, Oat, Soy, Sun Flower",,"Cheese, Dairy, Meat & fish, Minced/Ground meat, Salami, Sausage","Beef, Chicken, Fish, Pork"
Plamil,We passionately believe in producing vegan food that is made to the highest standards possible. We are proud that we have been manufacturing vegan food for over half a century.,plamilfoods.co.uk,Food and beverages,United Kingdom,1962,End-consumer brands & products,Plant-based,"Cocoa, Soy",,"Dairy, Ice-cream and desserts, Milk",
Diet Radisson,"Over the last 75 years, Diet Rádisson has been working to provide you with the most healthy and tasty products by researching new trends and searching for new ingredients and formulas. We have been the ‘tasty’ companions of those who are in search of a more healthy lifestyle, trying to show them, for 75 years, that it helps to make a journey pleasant to have good company.",dietradisson.com,Food and beverages,Spain,1945,End-consumer brands & products,Plant-based,"Oat, Rice, Soy",,"Dairy, Milk, Ready-to-eat meals & snacks",
Organic Nectars,"We are culinary enthusiasts located in the bucolic Hudson Valley region of NY. Our mission is to create the most delicious, nutritionally optimized plant-based sweets and treats, using the highest quality organic, gluten-free ingredients.
After busy careers traveling around the world in the music and entertainment businesses we dove deep into studying nutrition and a variety of world cuisines. During that time we were introduced to the wonderful world of low fermentation vegan foods, which is comprised of organic fruits, vegetables, nuts and seeds.
In the process we discovered a number of wonderfully delicious and healthy ingredients and food preparation processes. In addition to wanting to introduce the rest of the world to these vegan ingredients, we also saw a need to help cut through the clutter of all the so-called healthy products and enable discerning palettes everywhere to easily find incredibly tasty better-for-you foods.
So in late 2004 Organic Nectars was born, with the goal of offering a small, select quantity of only the very finest organic, plant-based, gluten-free products that are truly healthy, environmentally friendly and, of course, delicious.
From our line of organic low-glycemic sweeteners and dessert syrups to our multi-award winning Cashewtopia gelato made from cashews to our coconut sugar sweetened chocolate and cold-pressed criollo cacao products, Organic Nectars is dedicated to delivering the finest quality artisanal plant-based foods on the planet!",organicnectars.com,Food and beverages,United States,2004,End-consumer brands & products,Plant-based,"Cacao, Cashew, Coconut",,"Dairy, Ice-cream and desserts",
Plamil,We passionately believe in producing vegan food that is made to the highest standards possible. We are proud that we have been manufacturing vegan food for over half a century.,plamilfoods.co.uk,Food and beverages,United Kingdom,1962,End-consumer brands & products,Plant-based,"Cocoa, Soy",,"Dairy, Ice-cream and desserts, Milk",
Diet Radisson,"Over the last 75 years, Diet Rádisson has been working to provide you with the most healthy and tasty products by researching new trends and searching for new ingredients and formulas. We have been the ‘tasty’ companions of those who are in search of a more healthy lifestyle, trying to show them, for 75 years, that it helps to make a journey pleasant to have good company.",dietradisson.com,Food and beverages,Spain,1945,End-consumer brands & products,Plant-based,"Oat, Rice, Soy",,"Dairy, Milk, Ready-to-eat meals & snacks",
Organic Nectars,"We are culinary enthusiasts located in the bucolic Hudson Valley region of NY. Our mission is to create the most delicious, nutritionally optimized plant-based sweets and treats, using the highest quality organic, gluten-free ingredients.
After busy careers traveling around the world in the music and entertainment businesses we dove deep into studying nutrition and a variety of world cuisines. During that time we were introduced to the wonderful world of low fermentation vegan foods, which is comprised of organic fruits, vegetables, nuts and seeds.
In the process we discovered a number of wonderfully delicious and healthy ingredients and food preparation processes. In addition to wanting to introduce the rest of the world to these vegan ingredients, we also saw a need to help cut through the clutter of all the so-called healthy products and enable discerning palettes everywhere to easily find incredibly tasty better-for-you foods.
So in late 2004 Organic Nectars was born, with the goal of offering a small, select quantity of only the very finest organic, plant-based, gluten-free products that are truly healthy, environmentally friendly and, of course, delicious.
From our line of organic low-glycemic sweeteners and dessert syrups to our multi-award winning Cashewtopia gelato made from cashews to our coconut sugar sweetened chocolate and cold-pressed criollo cacao products, Organic Nectars is dedicated to delivering the finest quality artisanal plant-based foods on the planet!",organicnectars.com,Food and beverages,United States,2004,End-consumer brands & products,Plant-based,"Cacao, Cashew, Coconut",,"Dairy, Ice-cream and desserts",
